nom,typologie,localite
Hotel Pashmina Le Refuge,Suite de Luxe 2 Chambres - Cosy Home XL,Val Thorens
Hôtel les Chaumettes,Chambre Supérieure Lit Queen-Size,Savines
Hotel Albert 1er,Chambre Double ou Lits Jumeaux Supérieure,Centre de Toulouse Toulouse
Hôtel Riquet,Chambre Standard,Centre de Toulouse Toulouse
Grand Hôtel du Midi Montpellier - Opéra Comédie,Chambre Deluxe avec Terrasse - Vue sur Place de la Comédie,Centre-ville de Montpellier Montpellier
InterContinental Genève- an IHG Hotel,Chambre Premium,Petit-Saconnex / Servette Genève
Les Armures,Suite Junior,Downtown Genève
Hotel des Horlogers,Chambre Supérieure,Genève
Oustalet,Chambre Familiale - Vue sur Mont-Blanc (2 Adultes + 2 Enfants),Chamonix City Centre Chamonix-Mont-Blanc
Le Splendid Hotel Lac D'Annecy - Handwritten Collection,Chambre Double Supérieure - Côté Lac,Centre-ville d'Annecy Annecy
Atipik Hôtel,Chambre Double avec Balcon - 12 M²,Centre-ville d'Annecy Annecy
Hotel des Marquisats,Chambre Double Standard - Côté Forêt,Annecy
Logis hôtel Annecy nord / Argonay,Chambre Double Supérieure avec Balcon,Argonay
Mercure Annecy Centre,Chambre Double Standard avec Balcon,Centre-ville d'Annecy Annecy
La Savoyarde,Chambre Triple avec Baignoire - Est,Val dʼIsère
Hôtel Le Chamois d'Or- USSIM Vacances Méribel,Chambre Double,Méribel
L'Annexe,Chambre Double ou Lits Jumeaux,Val dʼIsère
Hotel les Glycines,Chambre Quadruple,Prades
Logis Hotel Erreguina,Chambre Quadruple Tradition,Banca
Hôtel & Résidence Vacances Bleues Orhoïtza,Chambre Double avec Balcon ou Terrasse,Hendaye
Eurotel Parc Expo Airport Montpellier,Chambre Lits Jumeaux Standard,Pérols
Novotel Suites Montpellier Antigone,Chambre Double Supérieure - Non-Fumeurs,Centre-ville de Montpellier Montpellier
Eau Thermale Avène l'hôtel,Chambre Double,Avène
Hotel La Villa Florida,Chambre Double - Vue sur Mer,Bandol
Hotel B Lodge,Chambre Double Supérieure avec Balcon,Saint-Tropez City Centre Saint-Tropez
L'Eautel Toulon Centre Port,Hébergement Grande Plaisance - Accès Rooftop et Bassin inclus,Toulon
Au Nouvel Hôtel,Chambre Simple,Toulon
Hotel Moderne Et Pigeon,Chambre Lits Jumeaux,Limoux
Hotel Cornavin Geneve,Chambre Triple,Les Grottes / Saint-Gervais Genève
The Ritz-Carlton Hotel de la Paix- Geneva,Chambre Premium Lit King-Size - Vue Frontale sur Lac,Les Grottes / Saint-Gervais Genève
Nehô Suites Porte de Genève,Chambre Triple,Annemasse
Château de Bonmont,Suite avec Vue sur Lac,Cheserex
Ambassador Boutique Hotel,Chambre Double ou Lits Jumeaux - Vue sur Lac,Nyon
Moulins de Clan,Family Room with Bathroom,Jaunay-Marigny
ibis Styles Poitiers Nord,Standard Family Room with Double Bed and Sofa Bed,Poitiers
Allobroges Park Hôtel,Chambre Double ou Lits Jumeaux Classique,Centre-ville d'Annecy Annecy
Ô Pervenches,Chambre Double ou Lits Jumeaux Confort,Chambéry
Hôtel Bristol Pau,Chambre Deluxe Double ou Lits Jumeaux,Pau
Hotel Biarritz Atlantique - Lycée Hotelier - Management School,Chambre Double - Vue sur Montagne,Biarritz
Hôtel Oceania Le Métropole,Chambre Double Supérieure - Vue sur Piscine et Jardin,Centre-ville de Montpellier Montpellier
Hôtel Longemalle,Chambre Double Classique avec Douche et Balcon,Downtown Genève
Hotel Mon Repos,Studio,Les Pâquis Genève
Swiss Luxury Apartments,Appartement 1 Chambre Deluxe,Les Pâquis Genève
The Ambassador,Chambre Double Deluxe,Les Grottes / Saint-Gervais Genève
Château des Avenieres - Relais & Châteaux,Suite Spa - Vue sur Montagne - Maison des Écureuils (Annexe),Cruseilles
Campanile Poitiers - Site du Futuroscope,Superior Triple Room - 2 Single Beds & 1 Child Extra Bed,Chasseneuil-du-Poitou
Chambres Poitiers Centre Ville - Salle de Bain- Réfrigérateur- TV et machine à café privatifs - Cuisine commune - Terrasse - Hôtel de ville à 200m,Comfort Quadruple Room,Poitiers
Auberge du Lyonnais,Chambre Double ou Lits Jumeaux Supérieure,Centre-ville d'Annecy Annecy
Hôtel La Chartreuse,Chambre Simple,Centre de Toulouse Toulouse
LILOU,Chambre Double Standard,Hyères City Centre Hyères
Château de Bonmont,Chambre Double Deluxe - Vue sur Mer,Cheserex
Hotel Les Bruyères,Chambre Lits Jumeaux avec Balcon,L'Alpe-d'Huez
Hôtel Le Samovar,Chambre Familiale,Val dʼIsère
The Originals Boutique- Hôtel Le Cap- Gap Sud,Chambre Lits Jumeaux Confort,Tallard
Hôtel du Casino de Capvern,Chambre Lits Jumeaux,Capvern
Hôtel Lys de Marie,Chambre Triple,Lourdes
Le Central Hôtel-Bar,Chambre Lits Jumeaux,Oloron-Sainte-Marie
Le Garage Biarritz Hôtel,Chambre Cosy - Rez-de-Chaussée,Biarritz
Hôtel Les Jardins De Sainte-Maxime,Chambre Double ou Lits Jumeaux - Vue sur Jardin,Sainte-Maxime
Villa Léopoldine,Chambre Double Deluxe avec Balcon,Grenade
Novotel Resort & Spa Biarritz Anglet,Chambre Exécutive Lit Queen-Size,Anglet
Hôtel Les Frères Ibarboure,Chambre Double Supérieure,Bidart
Kyriad Direct Beziers Centre,Chambre Quadruple (1 Lit Double et 2 Lits Simples),Béziers
La Belle Aurore,Chambre Double avec Baignoire,Sainte-Maxime City Centre Sainte-Maxime
Best Western Plus La Corniche,Chambre Familiale Exécutive - sans Vue sur Mer,Toulon
Roc Hotel,Chambre Double - Vue sur Jardin,Saint-Clair Beach Le Lavandou
Le Bor,Chambre Lits Jumeaux,Hyères
La Bastide des Salins,Chambre Double Deluxe,Saint-Tropez
MONTRIEUX LE HAMEAU,Chambre Double ou Lits Jumeaux Supérieure - Vue sur Montagnes,Méounes-lès-Montrieux
Hotel Rotary Geneva - MGallery,Chambre en Duplex,Les Grottes / Saint-Gervais Genève
Hotel International & Terminus,Chambre Simple,Les Pâquis Genève
Hotel Le Rive,Chambre Familiale,Nyon
Hôtel Mac Bed,Triple Room with 3 Single Beds,Poitiers
Campanile Annecy - Cran Gevrier,Chambre Triple (2 Lits Simples 1 Lit Enfant),Annecy
Hébé Hotel,Suite Deluxe,Centre-ville d'Annecy Annecy
ILY Hotels La Rosiere,Suite - Vue sur Montagne,La Rosière
Le Yule Hotel & Spa,Chambre Standard - Vue sur Village,Val dʼIsère
Première Classe Perpignan Nord,Chambre Triple,Rivesaltes
Hôtel Acajou,Chambre Double Confort,Argelès-sur-Mer
Hôtel Maïtagaria,Chambre Lits Jumeaux Supérieure,Centre de Biarritz Biarritz
L'Auberge Basque-Relais & Châteaux,Suite avec Terrasse Privative,Saint-Pée-sur-Nivelle
LE RELAIS BLEU,Chambre Triple Confort avec Douche,Capestang
Château De Siran - Hôtel & Spa,Chambre Double Supérieure,Siran
Adonis Sanary Grand Hôtel des Bains,Chambre Double Confort - Vue sur Jardin,Sanary-sur-Mer
Grand Hotel Moriaz,Chambre Triple - Vue sur Mer,Cavaliere Beach Le Lavandou
Hôtel Provençal,Chambre Simple,Bandol
Hostellerie Du Grand Duc,Chambre Lits Jumeaux,Gincla
ILY Hotels La Rosiere,Suite 2 Chambres,La Rosière
Hôtel Le Loft,Chambre Double Supérieure,Trie sur Baise
Hotel des Lacs,Chambre Quadruple,Chamonix-Mont-Blanc
Hôtel Evian Express - Terminus,Chambre Double – Vue sur Lac,Évian-les-Bains
Théâtre Hôtel Chambéry,Chambre Double avec Balcon,Chambéry
ILY Hotels La Rosiere,Suite Familiale,La Rosière
Hôtel Les Grangettes,Chambre Familiale avec Balcon,Méribel
Tiffany Hotel,Suite Junior,Jonction Genève
Hotel Val Joly,Chambre Double,Saint-Gervais-les-Bains
Hilton Evian Les Bains,Chambre Lit King-Size - Vue Partielle sur Lac,Évian-les-Bains
Hôtel Marielle,Chambre Double ou Lits Jumeaux Supérieure,Val Thorens
Hôtel Restaurant Le Clos Fleuri,Chambre Lits Jumeaux,Castelnaudary
Hotel le Cinq Hyper - Centre,Chambre Supérieure,Chambéry
Le Regina Hôtel et restaurant Canet-plage,Chambre Double avec Balcon - Vue sur Mer,Canet-en-Roussillon
Hôtel Beau Rivage,Chambre Double - Rez-de-Chaussée,Le Lavandou
Hotel Central,Chambre 5 Lits,Downtown Genève
Kyriad Annecy Cran-Gevrier,Chambre Lits Jumeaux,Annecy
Les Granges de Jules,Chambre Lit King-Size - Vue sur Piscine,Lafitte-Vigordanne
Gîte de montagne du Plateau de Lhers,Chambre Familiale avec Salle de Bains Commune,Accous
Regina Experimental Biarritz,Chambre Double ou Lits Jumeaux Supérieure avec Terrasse,Biarritz
Auberge du Poids Public,Appartement,Saint-Félix-Lauragais
Le Mouillage,Chambre de Luxe avec Vue sur la Mer,Saint-Tropez
Auberge de Founex,Chambre Triple,Founex
B&B HOTEL Nyon,Chambre Lit Queen-size - Accessible aux Personnes à Mobilité Réduite,Nyon
ibis Genève Centre Nations,Chambre Standard 2 Lits Simples,Les Grottes / Saint-Gervais Genève
La Ferme Du Lac,Chambre Familiale,Thyez
Le Splendid Hotel Lac D'Annecy - Handwritten Collection,Chambre Familiale Supérieure avec 1 Lit Double et 1 Canapé-Lit Double,Centre-ville d'Annecy Annecy
Radisson Blu Hotel Biarritz,Chambre Premium - Vue sur Océan,Centre de Biarritz Biarritz
Résidence Ramblas,Chambre Double - Vue sur Jardin,Centre de Toulouse Toulouse
Hôtel Chez Pierre d'Agos,Chambre Double,Agos-Vidalos
Hotel CÖRONA Lourdes,Chambre Lits Jumeaux Économique,Lourdes
Au Tapis de Sable,Chambre Lit Queen-Size - Vue sur Mer,Saint-Cyr-sur-Mer
La Cigalière,Chambre Double,Le Beausset
Hotel Suisse,Chambre Familiale,Les Grottes / Saint-Gervais Genève
Warwick Geneva,Suite Penthouse avec Terrasse,Les Pâquis Genève
Royal Manotel,Chambre Double Exécutive,Les Pâquis Genève
Ramada Encore by Wyndham Geneva,Chambre Lit King-Size de Luxe Affaires - Non-Fumeurs,Genève
Hôtel des Alpes,Chambre Simple,Nyon
Heliopic Hotel & Spa,Chambre Double Supérieure,Chamonix City Centre Chamonix-Mont-Blanc
Hilton Evian Les Bains,Suite Lit King-Size Exécutive,Évian-les-Bains
Le Trèfle,Chambre Triple,Portet-sur-Garonne
Hotel Rousseau,Chambre Triple,Les Grottes / Saint-Gervais Genève
Primadom Aparthotel,Chambre Double ou Lits Jumeaux Standard,Plainpalais Genève
Hotel des Alpes,Chambre Triple Supérieure,Les Pâquis Genève
Le Relais du Petit Saint Bernard,Chambre Triple - Accessible aux Personnes à Mobilité Réduite,La Rosière
Les Chemins du Léman,Chambre Double avec Balcon,Novel
Hôtel Les Flots Bleus,Chambre Lit King-Size avec Douche Accessible en Fauteuil Roulant - Adaptée aux Personnes à Mobilité Réduite,Savines
Hotel Le Connetable,Chambre Triple,Saint-Bonnet-en-Champsaur
Hôtel Valencia,Chambre Triple avec Douche,Hendaye
Hotel Sable Et Soleil - Port- Plage et spa,Chambre Double avec Terrasse et Jacuzzi,Frejus Beach Fréjus
Hostellerie du Cigalou - Teritoria,Chambre Familiale,Bormes-les-Mimosas
Lily of the Valley,Suite - Vue sur Montagne,La Croix-Valmer
Hôtel Restaurant le Saint Marc,Chambre Double avec Terrasse,Aups
Hôtel Miléade Méditerranée - Port-Fréjus,Chambre Lits Jumeaux avec Terrasse,Fréjus
Auberge De Pachoquin,Chambre Double ou Lits Jumeaux,Méounes-lès-Montrieux
Au Tapis de Sable,Chambre Double avec Balcon - Vue sur Mer,Saint-Cyr-sur-Mer
Le Bor,Chambre Double,Hyères
Hôtel de la Mer,Chambre Double avec Terrasse - Côté Mer,Hyères
Hôtel Les Voiles,Chambre Simple,Toulon
Logis Hôtel Cartier,Chambre Double Confort,Quillan
Logis Hôtel L'Arche de Noé,Chambre Double,Noé
LOGIS Hôtel St Sylvestre,Chambre Lits Jumeaux,Aldudes
LE RELAIS BLEU,Chambre Quadruple avec Salle de Bains,Capestang
Domaine De Blancardy,Chambre Double ou Quadruple,Moulès-et-Baucels
Hotel Rousseau,Chambre Double ou Lits Jumeaux Supérieure,Les Grottes / Saint-Gervais Genève
Le Saint Gervais Hotel & Spa Handwritten Collection,Suite Double Junior avec Canapé-Lit Double,Saint-Gervais-les-Bains
Hotel Le Renardierre,Chambre Double ou Lits Jumeaux,Morzine
Holiday Inn Express Toulouse Airport- an IHG Hotel,Chambre Lits Jumeaux Standard,Blagnac
Les Moineaux,Chambre Triple,Bellevaux
Nant Morzine,Chambre Double ou Lits Jumeaux Supérieure,Morzine
Hôtel Alphée,Chambre Lits Jumeaux,Barèges
Le Preconil,Chambre Triple,Sainte-Maxime City Centre Sainte-Maxime
Hôtel Le Refuge,Chambre Simple,Tignes Le Lac Tignes
Hôtel De La Loge,Chambre Lits Jumeaux,Perpignan
Belfry & Spa by Ligne St Barth,Suite Familiale avec Balcon et Accès au Spa - Vue sur Sanctuaire,Lourdes
Château De Floure - Hôtel- restaurant- SPA et piscine extérieure chauffée,Chambre Double Deluxe,Floure
Hôtel Ski Lodge - Village Montana,Chambre Triple avec Balcon - 2 Adultes et 1 Enfant (Moins de 12 Ans),Val dʼIsère
Hôtel les Lorès,Chambre Familiale - Vue sur Montagne,Val dʼIsère
Hôtel Saint Sébastien,Chambre Triple,Lourdes
Hôtel & Spa La Villa,Chambre Double Supérieure avec Climatisation et Terrasse – Vue sur Jardin,Sainte-Maxime
La Bastide Du Clos des Roses - Teritoria,Chambre Familiale (2 Adultes et 2 Enfants),Fréjus
Hotel Princesse D'Azur,Chambre Double Supérieure,Sainte-Maxime
MONTRIEUX LE HAMEAU,Chambre Double ou Lits Jumeaux avec Salle de Bains Commune,Méounes-lès-Montrieux
Château De Floure - Hôtel- restaurant- SPA et piscine extérieure chauffée,Chambre Triple Confort,Floure
Hotel De La Mer -sortie 12,Chambre Standard Climatisée,Le Barcarès
Quick Palace Anglet,Grande Chambre Double,Anglet
Logis Hôtel Espelletenia,Chambre Lits Jumeaux,Larceveau-Arros-Cibits
Hôtel Adour,Chambre Triple,Pau
Hotel Byblos Saint-Tropez,Suite Junior,Saint-Tropez City Centre Saint-Tropez
Hôtel de Provence,Chambre Quadruple,Brignoles
Hotel de la Plage,Chambre Double Supérieure,Gruissan
Domaine d'Auriac - Relais & Châteaux,Suite Junior Deluxe,Carcassonne
Hôtel Du Midi,Petite Chambre Double,Narbonne
Hôtel Métropole Genève,Chambre Double Premium - Côté Lac,Downtown Genève
Quick Palace Anglet,Chambre Lits Jumeaux,Anglet
Hotel Bistrot FINE,Chambre Familiale,Anglet
Hotel La Barcarolle,Chambre Lits Jumeaux Supérieure - Vue sur Lac,Prangins
ibis Geneve Centre Lac,Chambre Lits Jumeaux,Les Pâquis Genève
Eastwest Hôtel,Suite en Duplex,Les Pâquis Genève
Hôtel Padoue,Chambre Triple Confort,Lourdes
Hôtel Continental,Chambre Double Supérieure,Évian-les-Bains
Hôtel Les Pavillons du Golf,Studio (3 Adultes),Évian-les-Bains
Kyriad Poitiers Jules Verne Site du Futuroscope,Family Room (1 Double Bed 4 Single Beds),Chasseneuil-du-Poitou
L esprit du Clain un coin de paradis proche Futuroscope Golf Lac,Suite with Pool View,Naintré
Garrigae Manoir de Beauvoir Poitiers Sud - Hotel & Spa,Manoir Tradition Room,Mignaloux-Beauvoir
Hôtel Les Pavillons du Golf,Studio (4 Adultes),Évian-les-Bains
Hôtel Compostelle,Chambre Triple Standard,Lourdes
Hôtel La Caravelle,Chambre Lit Queen-size - Accessible aux Personnes à Mobilité Réduite,Ciboure
Hotel Restaurant Santiago,Chambre Lits Jumeaux pour Personnes à Mobilité Réduite,Hendaye
Hotel Cote Basque,Chambre Double Économique,Bayonne
Hotel Edouard VII,Chambre Simple Classique,Centre de Biarritz Biarritz
Cit'Hotel Hotel Prime - A709,Chambre Lits Jumeaux,Saint-Jean-de-Védas
Hotel La Villa Florida,Studio avec Terrasse,Bandol
Hotel Le Golfe Bleu,Chambre Double avec Balcon,Cavalaire-sur-Mer
L'Hôtel & Spa du Castellet,Chambre Double Prestige,Le Castellet
L' Escapade Hôtel & Restaurant,Chambre Double Supérieure - Vue sur Jardin,Le Pradet
Hôtel Le Parc - La Table de Franck Putelat,Suite Junior avec Bain à Remous Extérieur Privatif,Carcassonne
Château de Bonmont,Chambre Double Deluxe,Cheserex
Chambre d'hôtes,Deluxe Double Room,Chiré-en-Montreuil
Manoir Le Cristal - Futuroscope à 50 pourcent !!,Family Room - 2,Beaumont
Auberge du Poids Public,Chambre Double Confort,Saint-Félix-Lauragais
Hotel Mendionde,Chambre Familiale avec Balcon,Saint-Pée-sur-Nivelle
Logis Hôtel l'Amandier,Chambre Double Supérieure,Morlaas
Logis Hotel de la Nivelle,Chambre Double Confort,Saint-Pée-sur-Nivelle
Hotel Restaurant L'Escale,Chambre Triple,Le Grau-dʼAgde
B&B HOTEL Montpellier Vendargues,Chambre Quadruple,Saint-Aunès
Au Relais Provencal,Chambre Lits Jumeaux - Vue sur Montagne,Bagnols-en-Forêt
Auberge De Pachoquin,Chambre Familiale,Méounes-lès-Montrieux
Hotel Le Bourgogne,Chambre Lit Queen-Size avec Balcon,Évian-les-Bains
Hôtel Ermitage,Chambre Deluxe - Vue sur Lac,Évian-les-Bains
Hôtel de la Grotte,Chambre Double Confort,Aix-les-Bains
Hotel Kapa Gorry,Chambre Lits Jumeaux,Saint-Jean-de-Luz
'Cap Riviera' Hotel & Restaurant Saint Aygulf,Chambre Double ECO - Accès et Vue Parking,Saint-Aygulf
Le Château de Mei Lese,Chambre Double - Vue sur Mer,La Croix-Valmer
Château De Floure - Hôtel- restaurant- SPA et piscine extérieure chauffée,Chambre Double Charme,Floure
Hotel Alhambra,Chambre Économique 1er Étage avec Terrasse et Climatisation,Le Cap d'Agde
Best Western Plus Hotel Carlton Annecy,Chambre Lit Queen-Size Confort avec Balcon - Non-Fumeurs,Centre-ville d'Annecy Annecy
LES CABANES De La Maison Rouge,Cabine 6 personnes,Barberaz
Logis Hôtel Espelletenia,Chambre Double,Larceveau-Arros-Cibits
Domaine des Gueules Cassees,Chambre Familiale Supérieure,La Valette-du-Var
Hôtel de la Cigogne,Suite Junior avec Lits Jumeaux,Downtown Genève
Château de Bonmont,Suite Junior,Cheserex
Auberge La Croix-Blanche,Chambre Double ou Lits Jumeaux Supérieure,Gingins
Mercure Hyères Centre Côte d'Azur,Chambre Double Standard avec Canapé et Balcon,Hyères City Centre Hyères
Le Yaca Saint-Tropez,Chambre Supérieure,Saint-Tropez City Centre Saint-Tropez
Villa Cosy- hotel & spa,Suite Junior avec Baignoire Spa,Saint-Tropez
L'Oasis,Suite de Luxe,Évian-les-Bains
Le Cro-Bidou,Chambre Triple,Bernex
Best Western Hôtel International,Chambre Lits Jumeaux Exécutive,Centre-ville d'Annecy Annecy
Le Cérétan Hôtel,Chambre Double Supérieure,Céret
Whitepod Original,Suite Pod Suisse,Monthey
Hotel Le Rivage,Chambre Double – Vue sur Lac,Saint-Gingolph
Hôtel Continental,Chambre Double Deluxe,Évian-les-Bains
Hôtel de France Contact-Hôtel,Chambre Simple Standard,Évian-les-Bains
ALPINA LODGE VANOISE ex hotel du soleil,Appartement,Aussois
Aparthotel Le Petit Train,Studio,Luchon
Hotel Mendy,Chambre Lits Jumeaux,Saint-Jean-le-Vieux
Hôtel Restaurant Notre Dame,Chambre Double Bohême Mansardée Supérieure,Collobrières
Hôtel Le Grand Chalet,Suite Junior avec Balcon dans Chalet - Vue sur Montagne,Leysin
L'Arcalod Hôtel Restaurant & Spa,Chambre Deluxe Double ou Lits Jumeaux,Doussard
La Ferme,Chambre Lits Jumeaux,La Clusaz
Hôtel de Brienne,Suite Junior avec Terrasse,Centre de Toulouse Toulouse
Hôtel Au Bon Coin,Chambre Lits Jumeaux,Centre de Biarritz Biarritz
Le Fregate Provence,Suite Frégate avec Terrasse,Bandol
La Villa Mauresque,Chambre Double avec Terrasse - Vue sur Parc,Saint-Raphaël
SOWELL Family Riviera,Suite Supérieure,Saint-Raphaël
Hôtel le Canetois,Chambre Double Standard,Canet-en-Roussillon
Notre Dame AUXILIATRICE,Chambre Triple Confort avec Douche,Lourdes
Lafitenia Resort,Chambre Teahaupoo - Vue sur Jardin,Saint-Jean-de-Luz
ibis Styles Montpellier Centre Comedie,Chambre Double Standard,Centre-ville de Montpellier Montpellier
Hotel Saint Germain,Chambre Double avec Terrasse,Pézenas
La Bastide Du Port - Hôtel de Charme,Suite Junior avec Terrasse,Saint-Tropez
Hotel Le Grand Pavois,Chambre Familiale - Vue sur Jardin,Le Lavandou
Hotel de la Plage,Chambre Triple avec Accès à la Plage,Le Lavandou
Auberge Communale de Carouge,Chambre Double - Vue sur Jardin,Genève
Hôtel Le Rive Droite & SPA,Suite Privilège,Lourdes
Le Clos des Sept Palmiers,Chambre Double avec Balcon - Vue sur Mer,Cavalaire-sur-Mer
White 1921,Chambre Double,Saint-Tropez City Centre Saint-Tropez
Hotel de la Plage,Chambre Double avec Balcon - Vue sur Mer,Le Lavandou
Les Arobiers,Suite,Lamoura
Hotel des Tourelles,Chambre Double avec Salle de Bains Privative à l'Étage Supérieur,Les Grottes / Saint-Gervais Genève
Hôtel Jeanne d'Arc,Chambre Lits Jumeaux - Vue sur Montagne,Lourdes
Hôtel Beau Soleil,Chambre Double - Vue sur Jardin,Le Lavandou
Alpine Classic Hotel,Chambre Triple,Leysin
Hotel Novel Restaurant La Mamma,Chambre Triple (2 Adultes & 1 Enfant),Annecy
Ramada Encore by Wyndham Geneva,Chambre Lits Jumeaux Standard avec Canapé-Lit – Non-Fumeurs,Genève
Hôtel-Club Côté Dole- USSIM Vacances Les Rousses,Chambre Triple Classique,Les Rousses
The Woodward - an Oetker Collection Hotel,Suite,Les Pâquis Genève
Hôtel Continental,Chambre Lits Jumeaux,Évian-les-Bains
Hotel Le Bourgogne,Chambre Lit King-Size - Vue sur Lac,Évian-les-Bains
The Originals Boutique- Hôtel Le Cap- Gap Sud,Studio Double Confort,Tallard
Grand Hôtel Gallia & Londres Spa NUXE,Chambre Lits Jumeaux Deluxe,Lourdes
L'Hôtel Particulier Beziers,Chambre Double - Les Folies Junior,Béziers
La Voile D' Or,Chambre Double ou Lits Jumeaux - Vue sur Piscine,Le Cap d'Agde
La Villa d'Andrea,Studio Supérieur - Vue sur Jardin,Ramatuelle
White 1921,Suite Deluxe,Saint-Tropez City Centre Saint-Tropez
ibis Toulouse Gare Matabiau,Chambre Double Standard,Centre de Toulouse Toulouse
Hôtel Saint-Alban,Suite Supérieure,Nézignan-lʼÉvêque
Urban Hotel Aix-les-Bains - BW Signature Collection,Chambre Supérieure avec Accès au Spa,Aix-les-Bains
B&B HOTEL Toulouse Cité de l'Espace Mouchotte,Chambre Lits Jumeaux Standard,Toulouse Sud-Est Toulouse
Hôtel Plage Palace & Spa,Suite Junior de Luxe - Vue sur Mer,Palavas-les-Flots
Thalazur Bandol Ile Rousse - Hôtel & Spa,Hébergement Prestige - Vue sur Port,Bandol
Hotel Class'Eco Carcassonne,Chambre Double avec Salle de Bains Commune,Carcassonne
Hôtel Royal,Chambre Luxe Résidence Lac,Évian-les-Bains
Les Ecuries de la Tour,Chambre Double Confort,Mondonville
Eklo Montpellier Centre Gare,Chambre EkloFamille,Centre-ville de Montpellier Montpellier
Zenitude Hôtel la Valadière- Ascend Hotel Collection,Chambre Double Confort,Montpellier
Château Les Carrasses,Appartement Deluxe,Capestang
Brit Hotel Montpellier Euromédecine,Chambre Lits Jumeaux,Hopitaux-Facultes Montpellier
Cit'Hotel des 2 Golfs,Chambre Double Accessible aux Personnes à Mobilité Réduite - Vue sur Village,Port Leucate
Hôtel Du Centre Annemasse,Chambre Familiale,Annemasse
Hôtel Le Christania,Chambre Lits Jumeaux Confort,Bellevaux
Alpe Fleurie Hôtel & Restaurant,Chambre Simple Standard,Villars-sur-Ollon
Château de Candie,Suite,Chambéry
Hôtel Lacour,Chambre Quadruple - Vue sur Montagnes,Eygliers
Anglade Hotel,Chambre Triple - Côté Village,Le Lavandou
Hôtel Jas Neuf,Chambre Exécutive avec Terrasse - Vue sur Piscine,Sainte-Maxime
Le Mas de la Frigoulette,Chambre Double Supérieure,Sanary-sur-Mer
Hôtel La Bastide Saint Martin,Chambre Lits Jumeaux Supérieure,Carcassonne
Novotel Narbonne Sud A9/A61,Chambre Double Exécutive,Narbonne
Hôtel du Château,Chambre Familiale,Centre-ville d'Annecy Annecy
Carré Py' Hôtel,Chambre Lits Jumeaux Confort avec Vue sur la Vallée,Bagnères-de-Bigorre
Auberge des isards,Chambre Double - Vue sur Montagne,Aydius
Hôtel du Golfe Sete-Balaruc,Chambre Double avec Balcon,Balaruc-les-Bains
Hôtel des Touristes,Chambre Lits Jumeaux Standard,Pierrefitte-Nestalas
Hôtel Saint Vincent,Chambre Simple,Bagnères-de-Bigorre
Hôtel Des Poètes avec parking sur réservation,Chambre Double Supérieure,Béziers
hotelF1 Fréjus Roquebrune sur Argens,Chambre Triple avec Salle de Bains Commune,Roquebrune-sur Argens
LOU CALEN,Chambre Deluxe,Cotignac
Les Armures,Chambre Prestige,Downtown Genève
Grandes Rousses Hotel & Spa,Suite Exécutive,L'Alpe-d'Huez
Hotel Palladia,Suite Junior,Toulouse Ouest Toulouse
Eklo Toulouse,Chambre Simple,Toulouse Rive Gauche Toulouse
Villa Duflot Hôtel & Spa Perpignan,Mini Suite avec Jacuzzi,Perpignan
Hôtel Le Biarritz,Chambre Quadruple avec Salle de Bains,Biarritz
Hôtel Oxo,Chambre Triple,Centre de Biarritz Biarritz
Logis Hotel Yseria - Historical Center,Chambre Quadruple,Agde
l'Hotellerie Kouros,Chambre Double Kos,Cuers
Kube Saint-Tropez,Suite Junior White,Saint-Tropez
Hôtel Les Flots Bleus,Chambre Double avec Balcon,Savines
Hotel Les Oliviers,Chambre Double - Vue sur Jardin,Draguignan
Villars Lodge,Chambre Double Économique,Villars-sur-Ollon
Hôtel Escalet - Storia Ramatuelle,Chambre Double Deluxe,Ramatuelle
Hôtel Le Christania,Chambre Triple,Bellevaux
Les Moineaux,Chambre Double,Bellevaux
Residence Inn by Marriott Toulouse-Blagnac,Suite 1 Chambre avec Lit Queen-Size et Canapé-Lit,Blagnac
Boutique Hôtel des Beaux Arts,Chambre Exception,Centre de Toulouse Toulouse
Hôtel Alphée,Chambre Quadruple,Barèges
Auberge des Pyrénées,Chambre Triple,Sainte-Marie-de-Campan
Hotel Mendionde,Chambre Triple avec Balcon,Saint-Pée-sur-Nivelle
Logis L'Ayguelade,Chambre Familiale,Bielle
La Belle Aurore,Suite Junior - Vue sur Mer,Sainte-Maxime City Centre Sainte-Maxime
Hotel La Barcarolle,Chambre Double avec Terrasse,Prangins
Residence Inn by Marriott Toulouse-Blagnac,Grande Suite Familiale avec 1 Chambre Lit King-Size et Canapé-Lit,Blagnac
Hotel De L'Océan,Chambre Double ou Lits Jumeaux Supérieure,Centre de Biarritz Biarritz
Domaine Agerria,Chambre Confort,Mauléon-Licharre
Le Clos des Sept Palmiers,Chambre Double avec Terrasse,Cavalaire-sur-Mer
Le Grand Hôtel,Chambre Deluxe,Molitg-les-Bains
Hôtel du Palais Biarritz- in The Unbound Collection by Hyatt,Chambre Lit King-Size Classique - Vue sur Plage,Biarritz
Hôtel Jas Neuf,Chambre Double Supérieure avec Terrasse,Sainte-Maxime
Hotel Villa Maya,Suite Master,Saint-Tropez
Le Mas des Collines,Chambre Lits Jumeaux - Vue sur Jardin,Tourtour
Chalet-Hôtel Le Belvédère,Chambre Triple,Brides-les-Bains
Adonis Gapotel,Chambre Double Confort,Gap
