nom,typologie,localite
Logis Hôtel restaurant Les Minotiers,Chambre Double Supérieure,Mirepoix
Dali Hôtel Perpignan - Restaurant,Chambre Double Privilège,Perpignan
Grand Hôtel Les Flamants Roses Thalasso & Spa,Suite avec Accès Gratuit au Spa  - Vue sur Mer,Canet-en-Roussillon
Hôtel Le Windsor Biarritz,Chambre Double Supérieure - Vue sur Mer,Centre de Biarritz Biarritz
Mauguio Center Hôtel,Chambre Double Supérieure,Mauguio
Best Western Plus Comedie Saint Roch,Chambre Lit Queen-Size Prestige,Centre-ville de Montpellier Montpellier
B&B HOTEL Toulon Ollioules,Chambre Double - Accessible aux Personnes à Mobilité Réduite,Ollioules
Hotel de la Cité & Spa MGallery,Chambre Familiale,Cité de Carcassonne Carcassonne
Audotel,Chambre Double Non-Climatisée,Carcassonne
Le Jorjane,Chambre Quadruple avec Salle de Bains Privative,Choranche
Chalet Hôtel Le Prieuré & Spa,Suite Supérieure,Chamonix City Centre Chamonix-Mont-Blanc
Campanile Toulouse Balma - Cité de l'Espace,Chambre Quadruple Supérieure (1 Lit Double + 2 Lits Simples),Toulouse Sud-Est Toulouse
Hôtel La Casa Pairal,Chambre Double Collection avec Balcon,Collioure
Hôtel Le Picors,Chambre Lits Jumeaux,Aucun
Best Western Plus Comedie Saint Roch,Chambre Lits Jumeaux Prestige,Centre-ville de Montpellier Montpellier
Kube Saint-Tropez,Hébergement Prestige Ibiza - Vue sur Mer,Saint-Tropez
Best Western Hotel Matisse,Chambre Double Classique,Sainte-Maxime City Centre Sainte-Maxime
La Saleine,Chambre Triple,Crest
Plaza Hotel Capitole Toulouse - Anciennement-formerly CROWNE PLAZA,Chambre Lits Jumeaux Premium,Centre de Toulouse Toulouse
Auberge des Deux Rivières,Chambre Double avec Salle de Bains Privative,Seix
Logis Hôtel restaurant Les Minotiers,Chambre Double Balnéo,Mirepoix
Gite d'Etape Ascou La Forge,Chambre Double avec Salle de Bains,Ascou
Grand Hotel Du Golfe,Chambre Double avec Balcon - Vue sur Mer,Collioure
Grand Hôtel Les Flamants Roses Thalasso & Spa,Chambre Double ou Lits Jumeaux Prestige avec Accès Gratuit au Spa,Canet-en-Roussillon
Hôtel Villa la Renaissance,Chambre Double - Vue sur Piscine,Bayonne
Hôtel Ulysse Montpellier Centre,Chambre Double avec Baignoire,Centre-ville de Montpellier Montpellier
Hôtel Royal,Chambre Familiale,Centre-ville de Montpellier Montpellier
Hôtel le XIX,Chambre Double Supérieure,Béziers
Park Hotel Suisse & Spa,Chambre Lits Jumeaux Standard - Accès Gratuit au Spa,Chamonix City Centre Chamonix-Mont-Blanc
La Chaumière Mountain Lodge,Chambre Double - Vue sur Montagne,Chamonix-Mont-Blanc
Campanile Toulouse Purpan,Chambre Lits Jumeaux Nouvelle Génération,Toulouse Ouest Toulouse
Hôtel Villa la Renaissance,Chambre Double Deluxe avec Balcon,Bayonne
Kube Saint-Tropez,Chambre Deluxe White Sea,Saint-Tropez
Le Fregate Provence,Appartement 1 Chambre - Vue sur Mer,Bandol
Woods Genève-Thoiry,Chambre Double Supérieure,Thoiry
Chateau du Clos de la Ribaudiere - Teritoria,Superior Room - Pavillon,Chasseneuil-du-Poitou
Hôtel Les Cimes,Chambre Lits Jumeaux,Megève
Chalet-Hôtel Neige et Roc- The Originals Relais (Hotel-Chalet de Tradition),Chambre Double Supérieure,Samoëns
Big Sky Hotel,Chambre Double - Vue sur Jardin,Les Bossons Chamonix-Mont-Blanc
Hotel Le Christiania,Chambre Double,Les Contamines-Montjoie
Savoy Hotel & Restaurant,Chambre Triple,Saint-Michel-de-Maurienne
Hotel Le Cottage Bise,Suite Junior,Talloires
ibis Styles Aix les Bains Domaine de Marlioz,Chambre pour Personnes à Mobilité Réduite avec 2 Lits Simples,Aix-les-Bains
Hotel Autantic,Chambre Lits Jumeaux avec Balcon et Vue sur la Montagne,Bourg-Saint-Maurice
Hotel Les Chenets,Chambre Double Standard,Saint-Julien-en-Champsaur
Logis Hotel Restaurant LA BARGUILLERE,Chambre Double,Saint-Pierre-de-Rivière
Hotel La Vigie - Face à la mer,Chambre Double avec Balcon - Vue sur Mer,Cerbère
Hotel Restaurant L'Espassole,Chambre Double ou Lits Jumeaux,Thuir
Hôtel du Val d'Aure,Chambre Familiale,Cadéac
Hôtel Terminus,Chambre Familiale,Luz-Saint-Sauveur
ibis budget Pau Lescar,Chambre Double,Lescar
Hôtel Itzalpea,Chambre Double Classique - Vue sur Ville,Saint-Jean-Pied-de-Port
Les Terrasses du Bailli,Chambre jardin avec terrasse et vue partielle sur la mer,Rayol-Canadel-sur-Mer
Le Relais d'Agay,Chambre Double ou Lits Jumeaux,Agay
Hôtel Playa,Chambre Lits Jumeaux Supérieure,Saint-Tropez City Centre Saint-Tropez
Logis auberge restaurant Du Vigneron,Chambre Familiale - Vue sur Jardin,Cucugnan
Hotel Bayle,Chambre Quadruple,Belcaire
Le Ferdinand T2 en hypercentre,One-Bedroom Apartment,Poitiers
Flocons de Sel,Suite Junior,Megève
Le Carré d'Aix,Chambre Double Confort,Aix-les-Bains
Hôtel Saint Etienne,Chambre Lits Jumeaux,Lourdes
Hotel d'Aragon,Chambre Double Privilège,Centre-ville de Montpellier Montpellier
Hôtel Les Glaciers,Chambre Double avec Baignoire,Samoëns
Heliopic Hotel & Spa,Chambre Familiale (4 Personnes),Chamonix City Centre Chamonix-Mont-Blanc
Hotel & Spa Radiana,Chambre Double Supérieure avec Accès au Spa,La Léchère
Plaza Hotel Capitole Toulouse - Anciennement-formerly CROWNE PLAZA,Chambre Lit Queen-Size Standard - Accessible aux Personnes à Mobilité Réduite,Centre de Toulouse Toulouse
Grand Tonic Hotel & SPA NUXE,Chambre Familiale,Biarritz
Hotel Port Marine,Suite Junior - Côté Mer ou Côté Port,Sète
Kube Saint-Tropez,Hébergement Junior Ibiza - Vue sur Mer,Saint-Tropez
Ultimate Provence Hotel & Spa,Studio,La Garde-Freinet
GOOD KNIGHT,Chambre Double Deluxe avec Terrasse - Vue sur Château,Carcassonne
Le 19-21 - Un amour d'hotel,Chambre Double Deluxe,Leucate
ibis budget Toulouse Colomiers,Chambre Triple,Toulouse Ouest Colomiers
Hôtel Angelic,Offre Spéciale - Chambre Familiale (3 personnes),Lourdes
Hôtel & Espace Bien-être La Maison du Lierre,Chambre Supérieure,Centre de Biarritz Biarritz
ibis budget Site du Futuroscope,Family Room,Chasseneuil-du-Poitou
Mercure Poitiers Centre,Superior Room with 1 Double Bed,Poitiers
Auberge De La Foret,Chambre Triple Confort,Auris
Belfry & Spa by Ligne St Barth,King Room with Free Spa access,Lourdes
Ultimate Provence Hotel & Spa Golfe de Saint Tropez,Studio,La Garde-Freinet
Best Western Poitiers Centre Le Grand Hôtel,Superior King Room with King Bed - Non-Smoking,Poitiers
Au Coin Du Feu,Chambre Double ou Lits Jumeaux Confort,Megève
Hotel Le Christiania,Chambre Lits Jumeaux - Vue sur Ville,Les Contamines-Montjoie
CHALET HOTEL La TUVIERE BIKE INN,Chambre Triple – Vue sur Montagne,Saint-Jean-de-Maurienne
Le Manoir d'Agnès Logis hôtel restaurant,Chambre Double Standard - Sans Ascenseur,Tarascon-sur-Ariège
Hôtel l'Arena,Chambre Double Supérieure,Frejus City Centre Fréjus
Le Calgary,Chambre Lits Jumeaux,Les Saisies
Auberge de Costaroche,Chambre Double,Albertville
Le Caprice Des Neiges,Chambre Double,Crest-Voland
Loc'Hotel Alpen Sports,Studio (2 Adultes),Les Gets
Hôtel Le Labrador 1971,Chambre Double,Les Gets
Alpen Roc,Chambre Lits Jumeaux,Morzine
Hotel Les Lutins,Chambre Double Standard,Les Deux Alpes
BO LODGE,Chambre Lits Jumeaux - Vue sur Jardin,Le Bourg-dʼOisans
Hôtel du Musée de l'Eau,Chambre Double ou Lits Jumeaux Confort,Pont-en-Royans
Hotel Du Lac,Chambre Double ou Lits Jumeaux Standard,Montriond
Camp Suisse @ The Télécabine,Chambre Familiale,Les Crosets
Les Airelles,Chambre Double Standard,La Clusaz
Alp'Hotel,Chambre Standard - 2 Personnes,La Clusaz
Chalet-Hotel et Spa Le Delta,Chambre Double Standard,Le Grand-Bornand
Plan B Hotel - Living Chamonix,Chambre Double,Chamonix City Centre - Chamonix-Mont-Blanc
Langley Hotel Gustavia,Chambre Lits Jumeaux Supérieure,Chamonix City Centre - Chamonix-Mont-Blanc
Chalet Hôtel Le Prieuré & Spa,Double or Twin Room with Mont Blanc View,Chamonix City Centre - Chamonix-Mont-Blanc
Lykke Hotel Chamonix - ex Mercure,Classic Room with Balcony,Chamonix City Centre - Chamonix-Mont-Blanc
Hôtel Saint Charles Val Cenis,Chambre Double Classique,Lanslebourg-Mont-Cenis
Hotel Le Central,Chambre Familiale,La Féclaz
Le Relais du Petit Saint Bernard,Chambre Triple avec Lit Double,La Rosière
Les Crêtes Blanches,Chambre Double ou Lits Jumeaux Standard,Val dʼIsère
Lodge Les Merisiers,Chambre Double,Courchevel 1300 - Courchevel
Best Western Plus Le Canard sur le Toit,Chambre Lits Jumeaux,Colomiers
Hôtel La Chartreuse,Chambre Double,Centre de Toulouse - Toulouse
Novotel Toulouse Centre Compans Caffarelli,Chambre Double Supérieure,Centre de Toulouse - Toulouse
Hôtel d'Etigny,Chambre Double Standard,Luchon
OVYO Hôtel,Chambre Familiale Supérieure,Centre de Toulouse - Toulouse
B&B HOTEL Toulouse Cité de l'Espace Gonord,Chambre Lits Jumeaux,Toulouse Sud-Est - Toulouse
Hôtel Le Windsor Biarritz,Chambre Double Standard - Sans Vue,Centre de Biarritz - Biarritz
Hôtel Les Baigneuses de Biarritz,Chambre Triple - Vue sur Océan,Centre de Biarritz - Biarritz
Hôtel & Espace Bien-être La Maison du Lierre,Chambre Double Standard,Centre de Biarritz - Biarritz
Hotel Acapulco,Chambre Double,Beaux Arts-Boutonnet - Montpellier
Belaroïa Montpellier Centre Saint Roch,Chambre Lit King-Size Standard,Centre-ville de Montpellier - Montpellier
Hôtel Royal,Chambre Confort,Centre-ville de Montpellier - Montpellier
Holiday Inn Express Montpellier - Odysseum- an IHG Hotel,Chambre Familiale (2 Adultes et 2 Enfants),Port-Marianne - Montpellier
ibis Montpellier Centre Comedie,Chambre Double Exécutive avec Canapé-Lit,Centre-ville de Montpellier - Montpellier
Lou Cagnard,Chambre Lit King-Size,Saint-Tropez City Centre - Saint-Tropez
Hôtel Le Donjon - Cœur de La Cité Médiévale,Chambre Triple Supérieure,Cité de Carcassonne - Carcassonne
~ Le riad ~ Studio 1/4 Pers- porte du Futuroscope,One-Bedroom Apartment,Chasseneuil-du-Poitou
Futurostudio - Appart Hôtel LEGO - 5min du Parc Futuroscope - Parking - Poitiers,Apartment,Chasseneuil-du-Poitou
Edelweiss,Chambre Lits Jumeaux,Samoëns
Madame Vacances Hotel Les Cimes,Chambre Triple Supérieure,Vaujany
Hôtel Eliova Le Chaix,Chambre Triple avec Balcon,L'Alpe-d'Huez
Hotel Le Terminus,Chambre Double avec Terrasse,Le Bourg-dʼOisans
Hôtel National Resort & Spa,Chambre Deluxe avec Balcon - Vue sur Montagne,Champéry
Hôtel et Spa Le Vermont,Chambre Double avec Balcon,Le Grand-Bornand
Hotel les Sapins,Chambre Double,La Clusaz
Le Hameau de mon Père,Chambre Double Deluxe,Manigod
Le Faucigny - Hotel de Charme,Chambre Triple Confort,Chamonix City Centre Chamonix-Mont-Blanc
Pointe Isabelle,Chambre Triple Standard,Chamonix City Centre Chamonix-Mont-Blanc
Hôtel Le Commerce,Chambre Lits Jumeaux,Modane
Belle Epoque,Suite,Aix-les-Bains
ibis Styles Aix les Bains Domaine de Marlioz,Chambre Double Standard,Aix-les-Bains
ibis budget Aix Les Bains - Grésy,Chambre Triple Standard,Grésy-sur-Aix
Abbaye de Talloires,Chambre Double Supérieure - Vue sur Jardin,Talloires
Hôtel Arolla,Chambre Double Supérieure,Bourg-Saint-Maurice
Hôtel Restaurant La Pendine,Chambre Double,Puy-Saint-Vincent
Hotel Ristorante Il Principe,Chambre Double ou Lits Jumeaux avec Balcon,Clavière
Hôtel Les Écrins,Chambre Double Standard,Les Orres 1650 Les Orres
Les Olivades,Chambre Double ou Lits Jumeaux Supérieure,Gap
Hôtel de la Mairie,Chambre Triple,LʼArgentière-la-Bessée
Hôtel L'Escale Blanche,Chambre Double,Les Orres 1650 Les Orres
Hotel La Gare,Chambre Lits Jumeaux avec Salle de Bains,LʼArgentière-la-Bessée
Hôtel du Parc,Grande Chambre Double,Salies-du-Salat
The Originals Access- Hôtel Innostar,Chambre Lits Jumeaux,Labège
Hotel Logis - Chateau de Beauregard,Suite Prestige - Lits Jumeaux/Double,Saint-Girons
Auberge des Deux Rivières,Chambre Lits Jumeaux avec Baignoire,Seix
Domaine Riberach - Restaurant étoilé - Spa - Piscine naturelle - Vignoble bio,Chambre Double Supérieure,Bélesta
Hotel Terminus,Chambre Double,Puigcerdà
Hôtel Le Pescadou,Chambre Triple avec Balcon,Argeles Plage Argelès-sur-Mer
Hotel La Casa,Chambre Double Standard,Le Barcarès
Les Jardins Du Cèdre,Chambre Confort avec Terrasse - 1er Étage - Vue sur Mer,Port-Vendres
Hôtel - Villa Les Sirènes,Studio,Argeles Plage Argelès-sur-Mer
Hôtel Vesuvio,Chambre Triple Standard,Lourdes
Hôtel du Soleil Levant,Chambre Double Supérieure,Argelès-Gazost
B&B HOTEL Saint Jean de Luz,Chambre Double Supérieure,Saint-Jean-de-Luz
Hotel Residence Alaïa,Chambre Familiale,Ascain
Hôtel de la Rhune,Chambre Triple,Ascain
Hôtel Miléade La Frégate - Bidart,Chambre Quadruple,Bidart
Hotel La Romarine,Villa 2 Chambres :,Saint-Tropez
Hôtel le Touring,Chambre Deluxe - Vue sur Mer,Saint-Raphaël
Le Fregate Provence,Chambre Double Bastide,Bandol
Hôtel Le Catalogne,Chambre Double ou Lits Jumeaux avec Balcon,Saint-Aygulf
Logis auberge restaurant Du Vigneron,Chambre Lits Jumeaux,Cucugnan
B&B HOTEL Narbonne 2,Chambre Double,Narbonne
ibis Styles Carcassonne La Cité,Chambre Lits Jumeaux Standard,Carcassonne
La Bonne Auberge,Chambre Lits Jumeaux - Vue sur Jardin,Ségny
Les Loges du Léman,Chambre Familiale,Crozet
Four Seasons Hotel Megeve,Chambre Lit King-Size Supérieure,Megève
Edelweiss,Chambre Quadruple,Samoëns
Ibis Budget Sallanches,Chambre Lits Jumeaux,Sallanches
Sport'Hotel-Aparthotel de Milan,Chambre Lits Jumeaux,Le Bourg-dʼOisans
Excelsior Chamonix Hôtel & Spa,Chambre Double Supérieure avec Balcon,Les Tines Chamonix-Mont-Blanc
Hôtel Saint Charles Val Cenis,Chambre Double Supérieure,Lanslebourg-Mont-Cenis
Le Relais du Galibier,Chambre Quadruple,Valloire
Hôtel Inn Chambéry,Chambre Lits Jumeaux,La Ravoire
Hotel Le Colibri,Chambre Double,Aix-les-Bains
Initial by balladins- hôtel Broisin,Chambre Triple Standard,Aix-les-Bains
Hôtel L'Iroko The Originals City,Suite Familiale (4 Adultes),Aix-les-Bains
La maison des pêcheurs,Chambre Double Standard avec Terrasse,Viviers-du-Lac
Chalet Hotel Du Fornet,Chambre Double Standard,Val dʼIsère
Auberge de L'Echauguette,Chambre Double Supérieure,Mont-Dauphin
Côté Thalasso Hôtel & Spa Marin,Chambre Premium avec Accès au Centre de Bien-Être - Vue Latérale sur Mer,Banyuls-sur-Mer
Best Western Beauséjour,Chambre Supérieure Lit Queen-Size,Lourdes
Okko Hotels Bayonne Centre,Chambre Premium,Bayonne
Hôtel Le Roncevaux,Chambre Familiale,Pau
Hôtel La Marisa Grande Plage,Petite Chambre Double Classique,Saint-Jean-de-Luz
Châteauzen,Chambre Triple – Vue sur Montagne,Madières
Oz'Inn Hôtel & Spa,Suite Premium,Village naturiste Le Cap d'Agde
JOST Hotel Montpellier Centre St Roch,Chambre Familiale,Centre-ville de Montpellier Montpellier
Mauguio Center Hôtel,Chambre Double Standard avec Velux,Mauguio
Hôtel le Touring,Suite Deluxe - Vue sur Mer,Saint-Raphaël
Hôtel l'Arena,Chambre Familiale Supérieure,Frejus City Centre Fréjus
Hôtel le Chardon Bleu,Chambre Double Supérieure avec Balcon,Sainte-Maxime City Centre Sainte-Maxime
Hôtel Lou Paouvadou,Chambre Double Confort,Sainte-Maxime
Hôtel De L'octroi,Chambre Double Supérieure,Carcassonne
Campanile Genève - Ferney-Voltaire,Chambre Triple,Ferney-Voltaire
The Originals City- Hôtel Continental- Poitiers (Inter-Hotel),Superior Double Room,Poitiers
Les Loges Blanches,Suite Familiale,Megève
Hôtel le Jalouvre,Chambre Double - Vue sur Montagne,Mont-Saxonnex
Grand Hotel Du Golfe - Spa & Gastronomie,Chambre Parentale avec Balcon - Vue sur Pinède,Collioure
Boutique Hôtel Txoko,Chambre Double ou Lits Jumeaux avec Terrasse,Saint-Jean-de-Luz
Hôtel Les Baigneuses de Biarritz,Chambre Double avec Terrasse,Centre de Biarritz Biarritz
Pont Achard #2-T1bis-Mezzanine -5mnGare- Poitiers,One-Bedroom Apartment,Poitiers
Les Campanules,Chambre Double - Côté Forêt,Les Houches
Coeur des Neiges,Petite Chambre Double,Saint-Gervais-les-Bains
Le Télémark,Chambre Double Supérieure,Pralognan-la-Vanoise
Hôtel Le Castelet,Chambre Double avec Solarium,Ax-les-Thermes
Hôtel Eliseo,Chambre Lits Jumeaux,Lourdes
Logis Hôtel de l'Europe,Quadruple Room - Non-Smoking,Poitiers
Les Loges Blanches,Suite Supérieure,Megève
Hotel Le Terminus,Chambre Lits Jumeaux,Le Bourg-dʼOisans
Auberge du Pont de l'Alp,Chambre Lits Jumeaux,Le Monêtier-les-Bains
Hôtel Broisin,Suite,Aix-les-Bains
Hôtel L'Iroko The Originals City,Chambre Triple Standard (3 Adultes),Aix-les-Bains
ho36 Les Menuires,Chambre Familiale,Les Menuires
Auberge de la Paix,Chambre Double Supérieure,Briançon
Gîte Chalet La Vie Sauvage,Chambre Quadruple,Prats-Haut
Mercure Président Biarritz Plage,Chambre Double Supérieure,Centre de Biarritz Biarritz
Hôtel Le Café de Paris,Suite avec Terrasse et Hammam,Centre de Biarritz Biarritz
Garrigae Domaine de l'Esterel,Chambre Double - Vue sur Jardin,Saint-Raphaël
Hotel Du Pont Vieux,Chambre Lits Jumeaux Standard,Carcassonne
Hôtel le Christiania,Chambre Quadruple,Arêches
L'Alpaga- a Beaumier hotel,Chambre Prestige,Megève
Edelweiss,Chambre Lits Jumeaux Économique,Samoëns
Hôtel Les Servages d'Armelle,Chambre Double Classique 2,Les Carroz d'Arâches
Alp'azur,Chambre Double ou Lits Jumeaux Supérieure avec Balcon,L'Alpe-d'Huez
Chalet Hôtel du Bois,Chambre Double Côté Mont Blanc,Les Houches
Hôtel Le Beauséjour,Chambre Double ou Lits Jumeaux - Vue sur Montagnes,Saint-François-Longchamp
Hotel Le Cottage Bise,Chambre Double Standard,Talloires
Les Carlines,Chambre Double ou Lits Jumeaux Standard,Vars - Les Claux Vars
Hotel Villa Koegui Biarritz,Chambre Deluxe,Centre de Biarritz Biarritz
Outsite Coliving Biarritz,Chambre Double avec Terrasse,Centre de Biarritz Biarritz
Hôtel Cosmopolitain,Chambre Double Standing,Centre de Biarritz Biarritz
Hôtel le XIX,Suite - Vue sur Ville,Béziers
Oz'Inn Hôtel & Spa,Chambre Double - Accessible aux Personnes à Mobilité Réduite,Village naturiste Le Cap d'Agde
Kube Saint-Tropez,Chambre Deluxe White,Saint-Tropez
Ultimate Provence Hotel & Spa,Chambre Double Supérieure,La Garde-Freinet
Studio à 8 mn du Futuroscope,Studio,Chasseneuil-du-Poitou
Appartement en face de la gare - centre ville,One-Bedroom Apartment,Poitiers
Flocons de Sel,Suite Rochebrune,Megève
Hôtel Spa la Cascade,Chambre Quadruple,Ceillac
Quality Hotel Toulouse Centre,Chambre Lits Jumeaux - Non-Fumeurs,Centre de Toulouse Toulouse
Grand Hotel Du Golfe,Chambre Prestige avec Vue sur la Mer,Collioure
Best Western Beauséjour,Suite Lit King-Size,Lourdes
Hôtel Croix des Nordistes,Chambre Lits Jumeaux,Lourdes
Belfry & Spa by Ligne St Barth,Chambre Lit King-Size avec Accès Gratuit au Spa - Vue sur Sanctuaire,Lourdes
Hôtel Villa KOEGUI Bayonne,Chambre Double Confort,Bayonne
Hôtel Les Glaciers,Chambre Lits Jumeaux Supérieure avec Baignoire,Samoëns
Camp Suisse @ The Télécabine,Chambre Double - Vue sur Montagne,Les Crosets
Alp'Hotel,Chambre Double Économique,La Clusaz
Rivage Hôtel & Spa Annecy,Chambre Supérieure avec Balcon - Accès Gratuit au Spa,Annecy
La Folie Douce Hotels Chamonix,Hébergement Économique 4 Personnes,Chamonix City Centre Chamonix-Mont-Blanc
Mercure Toulouse Centre Saint-Georges,Chambre Standard avec Lit King-Size,Centre de Toulouse Toulouse
Hotel Mercure Toulouse Centre Compans,Chambre Double Privilège,Centre de Toulouse Toulouse
Hôtel Le Pescadou,Chambre Double avec Balcon,Argeles Plage Argelès-sur-Mer
HOTEL LA GARENNE,Chambre Double - Accessible aux Personnes à Mobilité Réduite,Tresserre
Hotel Le Centre,Chambre Double Classique avec Lavabo et Toilettes,Le Boulou
Hotel Alaïa,Studio,Ascain
Hotel-Café du Trinquet,Chambre Double,Cambo-les-Bains
Brit Hotel Montpellier Parc Expo,Chambre Lits Jumeaux,Pérols
Auberge des Salles,Chambre Lits Jumeaux - Vue sur Lac,Les Salles-sur-Verdon
Hotel Le Verger Maelvi,Suite Deluxe,Grimaud
Les Ilots de Gruissan,Hébergement Bateau Lodge 1 Chambre pour 2 Personnes - Côté Grand Large,Gruissan
Ma Location Saisonnière,Standard Studio,Chasseneuil-du-Poitou
L'Alpaga- a Beaumier hotel,Chalet 3 Chambres - Donatien,Megève
Best Western Plus Le Canard sur le Toit,Chambre King Confort,Colomiers
Quality Hotel Toulouse Centre,Chambre Lit Queen-Size - Non-Fumeurs,Centre de Toulouse Toulouse
Hôtel Le Café de Paris,Chambre en Duplex,Centre de Biarritz Biarritz
Best Western Plus La Marina,Suite Lit Queen-Size - Non-Fumeurs - Vue sur Port,Saint-Raphaël
Studio à 8 min à pied du Futuroscope – 1/4 pers,One-Bedroom Apartment,Chasseneuil-du-Poitou
Le Caprice Des Neiges,Chambre Lits Jumeaux,Crest-Voland
Christiania Hôtel,Chambre Lits Jumeaux,Valloire
Whitepod Original,Pod Familial,Monthey
Centre Jean XXIII,Chambre Double Standard,Annecy
Holiday Inn Express Montpellier - Odysseum- an IHG Hotel,Chambre Lits Jumeaux pour Personnes à Mobilité Réduite,Port-Marianne Montpellier
Best Western Plus La Marina,Chambre Supérieure Lit Queen-Size,Saint-Raphaël
Ultimate Provence Hotel & Spa Golfe de Saint Tropez,Chambre Double Supérieure,La Garde-Freinet
Maison Bérard,Chambre Double ou Lits Jumeaux Supérieure,La Cadière-dʼAzur
AppartHôtel,Deluxe Apartment,Poitiers
Hotel La Prairie,Chambre Lits Jumeaux,Méaudre
Alpen Roc,Chambre Double,Morzine
Chalet-Hôtel Les Cimes,Chambre Double Économique,Le Grand-Bornand
Nash Pratik Hotel,Chambre Double,Genève
Hotel Bristol,Chambre Classique Unique Rénovée de 22-24 m2,Les Grottes / Saint-Gervais Genève
Design Hotel f6,Chambre Double Standard,Les Pâquis Genève
Hotel Montbrillant,Chambre Double Standard,Les Grottes / Saint-Gervais Genève
Hotel Bernina Geneva,Chambre Lits Jumeaux Deluxe,Les Grottes / Saint-Gervais Genève
Tiffany Hotel,Chambre Double ou Lits Jumeaux Classique,Jonction Genève
Hotel Rousseau,Chambre Double Classique,Les Grottes / Saint-Gervais Genève
Hôtel Les Armures,Chambre Deluxe,Downtown Genève
Hotel International & Terminus,Chambre Double Économique,Les Pâquis Genève
Jade Manotel,Chambre Double Standard,Les Pâquis Genève
Hotel des Tourelles,Chambre Double,Les Grottes / Saint-Gervais Genève
Hotel Tor,Chambre Triple,Les Grottes / Saint-Gervais Genève
ibis Genève Petit Lancy,Chambre Double Standard,Genève
VISIONAPARTMENTS Geneva Gare,Chambre Double Deluxe avec Balcon,Les Grottes / Saint-Gervais Genève
Hotel d'Angleterre,Chambre Premium King ou Lits Jumeaux,Les Pâquis Genève
Hotel Central,Petite Chambre Double,Downtown Genève
Hotel Strasbourg,Chambre Double,Les Grottes / Saint-Gervais Genève
Hôtel Rousseau Plus,Chambre Double Deluxe,Les Grottes / Saint-Gervais Genève
Hotel Century,Chambre Lits Jumeaux,Les Eaux-Vives Genève
Hotel St. Gervais,Chambre Double avec Salle de Bains Commune,Les Grottes / Saint-Gervais Genève
The New Midi,Suite Junior,Les Grottes / Saint-Gervais Genève
Drake Longchamp,Chambre Double ou Lits Jumeaux avec Kitchenette,Les Pâquis Genève
Les Chambres du CTN,Chambre Double Confort,Genève
Hotel des Alpes,Chambre Double,Les Pâquis Genève
Home Swiss Hotel,Chambre Double,Jonction Genève
Auberge de Confignon,Chambre Lits Jumeaux Économique,Genève
Oskar Hotel,Chambre Lits Jumeaux,Annemasse
Kyriad Direct Annemasse - Genève,Chambre Double,Gaillard
ibis Annemasse-Genève,Chambre Triple Standard,Ambilly
Hotel La Barcarolle,Chambre Double Standard,Prangins
Hôtel Real Nyon by HappyCulture,Chambre Double Standard,Nyon
Le Bonheur dans le Pré,Chambre Familiale - Vue sur Montagne,Lucinges
Hotel-Restaurant Le Sorgia,Chambre Double,Bellegarde-sur-Valserine
Hôtel Baud - Teritoria,Chambre Double Deluxe,Bonne
Ambassador Boutique Hotel,Chambre Double ou Lits Jumeaux Standard,Nyon
Auberge La Croix-Blanche,Chambre Double ou Lits Jumeaux Supérieure - Vue sur Lac,Gingins
Hôtel Chalet Le Caribou,Chambre Double Standard,Les Saisies
La Boule de Neige,Chambre Triple,Samoëns
Hotel Le Concorde,Chambre Double ou Lits Jumeaux Classique,Morzine
Hotel & Spa Le Dahu,Chambre Charme,Morzine
Le Pic Blanc,Chambre Familiale Supérieure,L'Alpe-d'Huez
Hôtel Les Essarts- USSIM Vacances,Chambre Double ou Lits Jumeaux,Valloire
Hôtel du Centre,Chambre Double,Valloire
Hôtel Karène,Chambre Lits Jumeaux,Saint-Paul-lès-Romans
Hôtel Bellachat,Chambre Double Économique,La Clusaz
Hotel Mercure Toulouse Centre Compans,Chambre Supérieure - 1 Lit Double et 1 Sofa,Centre de Toulouse - Toulouse
Hôtel Ulysse Montpellier Centre,Chambre Double Standard,Centre-ville de Montpellier - Montpellier
Crowne Plaza Montpellier Corum- an IHG Hotel,Chambre Double Supérieure,Centre-ville de Montpellier - Montpellier
Hotel de la Cité & Spa MGallery,Chambre Double Supérieure avec 1 Lit King-Size,Cité de Carcassonne - Carcassonne
Préférence - Hypercentre avec parking privé gratuit et lit Queen size,One-Bedroom Apartment,Poitiers
Edelweiss,Chambre Double,Samoëns
Hôtel Le Choucas,Chambre Lits Jumeaux,Sixt-Fer-à-Cheval
B&B HOTEL Cluses Sud,Chambre Lits Jumeaux,Cluses
The Originals City- Hôtel du Faucigny- Cluses Ouest,Chambre Quadruple Standard,Scionzier
Bellevue,Chambre Quadruple (2 Adultes + 2 Enfants) avec Vue sur la Montagne,Les Gets
Auberge du Freney,Chambre Quadruple Confort,Le Freney-dʼOisans
Hotel Le Terminus,Chambre en Duplex,Le Bourg-dʼOisans
Hotel Le V de Vaujany,Chambre Double Supérieure,Vaujany
Hôtel du Centre,Chambre Double Standard,Valloire
Hotel La Prairie,Chambre Triple,Méaudre
Hotel Restaurant La Martiniere,Chambre Lits Jumeaux,Montélier
LOGIS HOTEL & RESTAURANT Le CARNOT,Chambre Double Économique,Die
Auberge des Montauds,Chambre Double,Villard-de-Lans
